   11.500  -70.170   11.250  -70.580   11.080  -71.000   10.920  -71.420DAT  280
   10.330  -71.420    9.750  -71.080    9.170  -71.080    9.000  -71.670DAT  281
    9.420  -71.750    9.750  -72.000   10.250  -71.750   10.580  -71.500DAT  282
   11.000  -71.670   11.500  -71.920   11.670  -71.420   12.080  -71.170DAT  283
   12.330  -71.330   12.420  -71.670   12.170  -72.000   11.830  -72.250DAT  284
   11.670  -72.670   11.420  -73.000   11.170  -73.500   11.250  -74.170DAT  285
   10.920  -74.420   11.000  -74.830   10.830  -75.250   10.500  -75.500DAT  286
   10.000  -75.580    9.500  -75.580    9.420  -76.000    9.000  -76.250DAT  287
    8.580  -76.750    7.830  -76.750    8.330  -77.170    8.670  -77.500DAT  288
    9.000  -77.830    9.330  -78.250    9.420  -78.670    9.580  -79.080DAT  289
    9.580  -79.580    9.250  -79.830    9.080  -80.330    8.920  -80.830DAT  290
    8.750  -81.420    9.000  -81.750    9.000  -82.170    9.420  -82.330DAT  291
    9.670  -82.750   10.000  -83.170   10.420  -83.420   10.830  -83.670DAT  292
   11.250  -83.830   11.670  -83.670   12.170  -83.670   12.750  -83.500DAT  293
   13.250  -83.500   13.830  -83.500   14.250  -83.250   15.000  -83.250DAT  294
   15.170  -83.420   15.330  -83.830                                    DAT  295
 198                 30.500   15.330  -83.830  -97.920   15.330  -83.830DAT  296
   15.750  -84.250   15.830  -84.670   15.920  -85.000   15.830  -85.500DAT  297
   15.920  -86.000   15.750  -86.500   15.670  -87.000   15.830  -87.580DAT  298
   15.580  -88.170   15.830  -88.580   16.000  -89.000   16.330  -88.500DAT  299
   17.000  -88.250   17.500  -88.250   18.330  -88.170   17.920  -87.920DAT  300
   18.420  -87.670   19.000  -87.580   19.500  -87.500   20.000  -87.420DAT  301
   20.500  -87.250   20.920  -86.830   21.330  -86.830   21.500  -87.080DAT  302
   21.500  -87.580   21.580  -88.000   21.500  -88.500   21.330  -89.000DAT  303
   21.250  -89.500   21.170  -90.000   21.000  -90.330   20.420  -90.420DAT  304
   20.000  -90.500   19.670  -90.670   19.250  -90.670   19.080  -91.000DAT  305
   18.830  -91.330   18.580  -91.250   18.420  -91.830   18.580  -91.830DAT  306
   18.670  -92.420   18.420  -93.000   18.330  -93.580   18.170  -94.170DAT  307
   18.170  -94.500   18.500  -94.830   18.670  -95.330   18.830  -95.830DAT  308
   19.250  -96.170   19.670  -96.420   20.170  -96.670   20.500  -97.000DAT  309
   20.830  -97.250   21.250  -97.420   21.580  -97.250   21.920  -97.750DAT  310
   22.420  -97.920   22.830  -97.750   23.330  -97.750   23.830  -97.750DAT  311
   24.330  -97.750   24.830  -97.580   25.330  -97.420   25.750  -97.170DAT  312
   26.170  -97.250   26.670  -97.250   27.170  -97.420   27.670  -97.330DAT  313
   28.000  -97.000   28.330  -96.500   28.670  -96.000   28.750  -95.500DAT  314
   29.000  -95.170   29.250  -94.830   29.670  -95.080   29.830  -94.750DAT  315
   29.420  -94.750   29.670  -94.250   29.750  -93.830   29.830  -93.250DAT  316
   29.670  -92.750   29.580  -92.250   29.830  -91.830   29.500  -91.330DAT  317
   29.170  -91.250   29.080  -90.750   29.170  -90.170   29.330  -89.830DAT  318
   29.250  -89.500   29.000  -89.250   29.170  -89.080   29.500  -89.580DAT  319
   29.670  -89.580   29.830  -89.330   30.080  -89.250   30.080  -89.670DAT  320
   30.000  -90.080   30.080  -90.420                                    DAT  321
 198                 40.500   25.080  -74.000  -90.420   30.080  -90.420DAT  322
   30.500  -90.170   30.250  -89.670   30.500  -89.170   30.500  -88.750DAT  323
